"","a1","a2","a3","a4","a5","c1","c2","c3","c4","c5","e1","e2","e3","e4","e5","n1","n2","n3","n4","n5","o1","o2","o3","o4","o5","gender","education","age","id","genderf","educationf","nmiss","retain","agreeableness","conscientiousness","extraversion","neuroticism","openness","perc_agreeableness","perc_conscientiousness","perc_extraversion","perc_neuroticism","perc_openness"
"490",1,5,5,6,5,5,5,5,1,3,6,4,2,5,5,2,2,4,2,2,5,2,5,3,1,2,3,46,62645,"female","some college",0,TRUE,5.4,5,3.2,2.4,4.8,78.1,75.8,18.9,29.6,57.7
"491",1,6,6,3,6,3,4,6,5,2,6,1,6,6,6,2,5,2,3,4,4,2,6,3,1,2,3,37,62646,"female","some college",0,TRUE,5.4,4,5,3.2,4.8,78.1,37.5,76.9,53.1,57.7
"492",4,5,5,6,5,5,5,5,2,2,4,2,2,6,2,1,2,5,2,4,2,6,3,3,3,2,3,24,62647,"female","some college",0,TRUE,4.8,5,3.6,2.8,2.6,50.9,75.8,28.5,41.3,1
"493",1,6,5,5,2,1,4,6,4,,3,1,1,3,5,4,4,4,1,4,6,2,4,3,2,1,3,20,62648,"male","some college",1,TRUE,4.8,3.6,3.8,3.4,4.6,50.9,24.2,34.9,58.2,48.5
"494",2,5,1,6,6,6,6,5,1,1,2,1,6,5,6,2,4,2,2,5,6,1,5,4,1,2,4,50,62650,"female","college graduate",0,TRUE,4.6,5.8,5.6,3,5.4,42.2,96.4,93,47.5,82.2
"495",1,6,5,3,4,4,3,3,1,1,6,3,3,3,5,1,3,,5,3,6,3,3,3,4,2,3,46,62652,"female","some college",1,TRUE,4.8,4.4,3.2,3,3.8,50.9,52.1,18.9,47.5,17.3
"496",4,3,5,5,5,4,6,5,2,3,4,1,5,6,6,5,6,5,4,2,6,6,5,5,1,1,2,23,62653,"male","finished HS",0,TRUE,4.2,4.8,5.2,4.4,4.6,27.6,68.3,83.3,83.8,48.5
"497",4,4,5,6,5,5,6,6,1,2,3,4,5,6,6,3,3,1,4,1,5,1,5,5,2,2,3,18,62654,"female","some college",0,TRUE,4.6,5.6,4.8,2.4,5.2,42.2,92.9,69.8,29.6,74.6
"498",2,6,4,2,5,6,3,5,2,1,3,2,4,5,5,3,5,3,1,1,5,2,4,4,2,1,2,21,62657,"male","finished HS",0,TRUE,4.4,5,4.6,2.6,4.6,34.5,75.8,62.8,35.3,48.5
"499",4,5,4,5,4,5,4,4,5,5,1,4,6,5,6,6,6,6,5,5,5,2,5,5,5,2,3,26,62662,"female","some college",0,TRUE,4.2,3.4,5.2,5.6,4.4,27.6,18.6,83.3,97.6,39.5
"500",1,5,6,5,6,6,5,5,1,2,2,1,5,1,5,4,5,4,5,4,5,4,4,6,1,2,3,53,62664,"female","some college",0,TRUE,5.6,5.4,4.4,4.4,4.8,86,88.2,55.8,83.8,57.7
"501",3,6,6,6,6,4,5,3,1,1,1,1,5,6,3,1,1,1,2,1,5,3,5,1,1,2,2,26,62665,"female","finished HS",0,TRUE,5.6,4.8,5.2,1.2,4.2,86,68.3,83.3,3.8,31.3
"502",1,6,6,6,6,5,6,5,1,1,5,2,6,6,6,1,1,1,2,2,5,6,6,6,2,1,3,30,62667,"male","some college",0,TRUE,6,5.6,5,1.4,4.6,97.6,92.9,76.9,6.4,48.5
"503",5,6,5,4,5,1,6,5,3,4,4,1,6,5,6,4,4,4,4,,6,4,5,6,5,1,2,51,62668,"male","finished HS",1,TRUE,4.4,3.8,5.2,3.8,4.4,34.5,30.7,83.3,69.1,39.5
"504",5,6,6,5,6,5,4,6,2,4,3,3,4,4,5,5,4,4,3,2,5,2,5,4,3,2,3,34,62669,"female","some college",0,TRUE,5,4.6,4.2,3.6,4.6,60.3,60.3,48.9,63.6,48.5
"505",2,4,2,6,4,5,5,5,2,2,3,3,5,5,5,3,4,4,2,3,5,2,4,4,2,2,3,28,62670,"female","some college",0,TRUE,4.2,5,4.6,3.2,4.6,27.6,75.8,62.8,53.1,48.5
"506",2,6,5,5,4,5,5,5,,2,1,4,4,6,5,1,4,5,2,6,4,4,4,5,2,2,2,42,62673,"female","finished HS",1,TRUE,5,5,4.8,3.6,4.2,60.3,75.8,69.8,63.6,31.3
"507",1,6,5,5,6,6,6,4,1,2,2,4,4,5,5,3,3,4,3,4,5,4,4,5,2,1,3,21,62675,"male","some college",0,TRUE,5.6,5.4,4.4,3.4,4.4,86,88.2,55.8,58.2,39.5
"508",1,6,6,6,6,1,4,4,4,1,5,1,6,6,6,6,4,6,5,5,6,6,6,3,6,2,3,20,62677,"female","some college",0,TRUE,6,3.6,5.2,5.2,3.4,97.6,24.2,83.3,94.6,8
"509",2,4,6,5,6,5,4,4,1,2,4,3,6,5,4,2,5,4,3,4,5,1,5,6,1,1,1,26,62679,"male","HS",0,TRUE,5.2,4.8,4.4,3.6,5.6,69.3,68.3,55.8,63.6,88.9
"510",1,5,6,6,5,5,4,4,1,2,1,4,4,4,5,4,4,4,2,1,2,6,4,5,1,2,3,18,62681,"female","some college",0,TRUE,5.6,4.8,4.4,3,3.6,86,68.3,55.8,47.5,12.1
"511",3,5,5,6,5,3,6,3,3,1,4,2,4,5,6,3,3,4,2,4,5,3,5,4,4,2,3,39,62682,"female","some college",0,TRUE,5,4.4,4.6,3.2,4.2,60.3,52.1,62.8,53.1,31.3
"512",6,1,6,6,6,6,5,6,1,1,4,1,6,6,6,1,1,1,1,1,6,4,5,5,5,2,3,45,62683,"female","some college",0,TRUE,4,5.8,5.4,1,4.2,21.2,96.4,88.7,1.5,31.3
"513",2,5,4,6,4,5,5,5,1,2,1,1,5,6,6,5,4,6,3,4,5,1,4,6,2,2,3,20,62684,"female","some college",0,TRUE,4.8,5.2,5.8,4.4,5.2,50.9,82.5,96.2,83.8,74.6
"514",3,2,4,6,6,6,2,5,1,2,3,2,5,6,4,1,1,2,3,1,6,2,6,5,3,1,3,43,62685,"male","some college",0,TRUE,4.4,4.8,4.8,1.6,5.2,34.5,68.3,69.8,9.8,74.6
"515",2,4,4,6,4,6,5,3,2,2,5,5,2,3,4,3,3,2,4,2,3,5,5,5,2,2,3,23,62686,"female","some college",0,TRUE,4.6,4.8,2.6,2.8,4,42.2,68.3,8.6,41.3,23.7
"516",2,4,6,5,5,2,6,5,3,2,4,2,4,5,6,4,4,4,4,2,5,2,5,5,4,2,3,25,62687,"female","some college",0,TRUE,5,4.4,4.6,3.6,4.6,60.3,52.1,62.8,63.6,48.5
"517",1,6,5,6,4,6,6,5,1,2,1,5,2,5,6,5,6,4,4,3,4,5,5,5,2,2,3,51,62688,"female","some college",0,TRUE,5.4,5.6,4.2,4.4,4.2,78.1,92.9,48.9,83.8,31.3
"518",1,5,4,6,4,4,6,5,4,1,6,4,5,4,6,4,6,5,4,4,5,1,5,4,1,2,3,26,62690,"female","some college",0,TRUE,5,4.8,3.8,4.6,5.2,60.3,68.3,34.9,87.5,74.6
"519",1,6,6,6,6,6,6,5,1,1,1,1,5,6,6,1,2,1,1,1,6,1,6,5,1,1,3,28,62692,"male","some college",0,TRUE,6,5.8,5.8,1.2,5.8,97.6,96.4,96.2,3.8,94.1
"520",3,5,5,6,5,6,6,5,1,1,3,2,6,6,6,4,4,4,2,1,6,4,5,2,2,2,3,23,62694,"female","some college",0,TRUE,5,5.8,5.4,3,4.2,60.3,96.4,88.7,47.5,31.3
"521",4,6,6,6,5,4,3,4,4,3,2,4,4,5,4,4,5,5,3,2,4,5,4,6,2,2,3,34,62698,"female","some college",0,TRUE,5.2,3.6,4.2,3.8,4.2,69.3,24.2,48.9,69.1,31.3
"522",1,4,4,4,6,4,4,6,3,3,4,2,4,6,2,2,3,2,1,1,6,2,5,4,2,1,3,23,62700,"male","some college",0,TRUE,4.8,4.4,4,1.8,5,50.9,52.1,41.9,13.8,66.4
"523",2,5,5,4,6,4,3,5,2,3,3,2,5,,3,1,2,1,3,2,4,4,5,4,3,2,3,29,62703,"female","some college",1,TRUE,5,4.2,4.4,1.8,4,60.3,44.3,55.8,13.8,23.7
"524",1,6,5,6,5,4,5,6,1,1,1,1,5,5,6,5,5,6,1,5,3,6,5,6,5,2,3,35,62706,"female","some college",0,TRUE,5.6,5.4,5.6,4.4,3.4,86,88.2,93,83.8,8
"525",2,4,2,6,5,3,5,4,2,2,,4,3,4,4,4,4,4,5,6,5,4,3,4,4,2,3,40,62707,"female","some college",1,TRUE,4.4,4.4,3.6,4.6,3.6,34.5,52.1,28.5,87.5,12.1
"526",6,6,6,6,6,5,6,6,1,1,1,1,6,6,6,6,6,6,1,6,6,6,6,6,1,2,2,27,62708,"female","finished HS",0,TRUE,5,5.8,6,5,5,60.3,96.4,98.8,92.6,66.4
"527",1,6,4,3,5,5,4,4,3,4,1,2,4,5,3,3,3,4,3,2,5,2,4,6,2,1,4,45,62710,"male","college graduate",0,TRUE,4.8,4,4.6,3,5,50.9,37.5,62.8,47.5,66.4
"528",1,6,5,5,6,6,5,5,1,3,1,1,5,6,6,1,2,1,1,1,6,1,6,6,1,1,2,60,62712,"male","finished HS",0,TRUE,5.6,5.2,5.8,1.2,6,86,82.5,96.2,3.8,98.1
"529",2,4,5,6,5,5,5,5,2,4,3,4,4,5,1,2,4,3,5,4,4,5,4,4,3,2,3,27,62715,"female","some college",0,TRUE,5,4.6,3.4,3.6,3.6,60.3,60.3,23.1,63.6,12.1
"530",4,5,4,5,4,3,1,1,3,6,2,3,4,5,3,2,4,3,,1,6,2,5,4,2,1,3,20,62716,"male","some college",1,TRUE,4.2,2,4.2,2.6,5,27.6,1.5,48.9,35.3,66.4
"531",1,5,5,6,4,5,4,5,4,2,4,4,4,5,3,3,4,4,3,4,5,2,4,6,2,2,3,21,62717,"female","some college",0,TRUE,5.2,4.4,3.6,3.6,5,69.3,52.1,28.5,63.6,66.4
"532",3,4,4,5,5,5,4,3,3,4,2,2,5,6,4,5,5,6,4,4,4,2,4,4,4,2,3,25,62718,"female","some college",0,TRUE,4.4,3.8,5,4.8,4,34.5,30.7,76.9,90.3,23.7
"533",1,4,6,5,6,5,2,6,1,1,1,3,5,1,5,6,6,6,6,6,4,1,5,6,1,2,2,51,62719,"female","finished HS",0,TRUE,5.4,5,4.2,6,5.4,78.1,75.8,48.9,99.5,82.2
"534",2,5,5,6,5,1,5,2,1,2,1,5,5,5,3,3,5,1,1,3,3,1,3,4,5,2,3,27,62720,"female","some college",0,TRUE,5.2,3.8,4.2,2.6,3.6,69.3,30.7,48.9,35.3,12.1
"535",1,5,4,1,5,5,4,5,2,5,6,6,3,1,2,4,4,6,6,5,5,2,5,6,2,1,3,24,62722,"male","some college",0,TRUE,4.2,4.2,1.6,5,5.2,27.6,44.3,1.8,92.6,74.6
"536",1,5,6,6,5,2,5,4,2,1,1,1,4,6,4,3,4,1,1,1,5,6,4,2,3,2,1,21,62726,"female","HS",0,TRUE,5.6,4.4,5.2,2,3.2,86,52.1,83.3,18.8,4.9
"537",3,4,,5,3,5,5,4,2,5,3,5,1,2,3,2,5,3,3,2,4,2,6,5,1,2,2,55,62728,"female","finished HS",1,TRUE,4.2,4.2,2.4,3,5.2,27.6,44.3,6.4,47.5,74.6
"538",5,4,3,4,3,3,2,3,4,4,3,3,5,4,3,5,5,4,5,4,5,1,5,6,3,1,2,30,62729,"male","finished HS",0,TRUE,3.2,2.8,4,4.6,5.2,7.4,7.1,41.9,87.5,74.6
"539",5,4,4,4,2,5,2,2,4,2,3,4,,4,3,4,4,5,5,2,2,2,2,5,4,1,3,31,62731,"male","some college",1,TRUE,3.2,3.4,3.6,4,3.4,7.4,18.6,28.5,74.3,8
"540",3,5,5,5,5,5,4,3,2,4,2,2,4,4,4,5,6,4,3,4,5,4,4,5,2,2,2,22,62740,"female","finished HS",0,TRUE,4.8,4,4.4,4.4,4.4,50.9,37.5,55.8,83.8,39.5
"541",3,4,4,6,5,5,4,5,2,1,5,3,4,4,4,2,3,3,2,2,4,4,4,5,3,2,3,28,62741,"female","some college",0,TRUE,4.6,5,3.6,2.4,4,42.2,75.8,28.5,29.6,23.7
"542",4,5,4,5,2,5,5,5,3,2,3,2,6,2,6,5,5,5,3,5,6,3,6,6,1,2,3,24,62744,"female","some college",0,TRUE,3.8,4.8,4.6,4.6,5.6,16,68.3,62.8,87.5,88.9
"543",1,6,6,6,5,2,5,6,4,6,6,5,5,5,6,4,5,4,4,6,2,6,4,6,3,2,3,31,62745,"female","some college",0,TRUE,5.8,3.4,3.8,4.6,3.4,92.2,18.6,34.9,87.5,8
"544",1,6,4,6,5,2,5,6,1,2,1,3,4,3,5,2,2,1,6,4,4,1,4,5,2,2,3,43,62749,"female","some college",0,TRUE,5.4,4.8,4.4,3,4.8,78.1,68.3,55.8,47.5,57.7
"545",2,4,4,6,5,5,2,5,1,2,2,2,3,5,4,2,5,2,2,1,4,3,4,4,3,1,3,60,62750,"male","some college",0,TRUE,4.8,4.6,4.4,2.4,4,50.9,60.3,55.8,29.6,23.7
"546",2,4,5,3,5,4,4,5,4,5,5,6,3,4,3,3,4,4,4,3,5,5,4,6,5,1,3,36,62751,"male","some college",0,TRUE,4.4,3.6,2.6,3.6,3.8,34.5,24.2,8.6,63.6,17.3
"547",5,4,4,6,4,5,5,5,2,2,4,2,3,5,5,4,4,,4,2,5,5,3,5,2,2,4,40,62757,"female","college graduate",1,TRUE,4,5,4.2,3.4,4,21.2,75.8,48.9,58.2,23.7
"548",2,5,4,4,4,2,2,4,2,5,1,1,5,6,5,3,3,1,1,1,5,1,4,4,1,1,3,21,62758,"male","some college",0,TRUE,4.4,3,5.6,1.8,5,34.5,9.9,93,13.8,66.4
"549",1,6,5,4,5,6,5,6,1,2,1,1,5,5,5,1,1,2,2,3,5,2,5,6,1,2,4,21,62761,"female","college graduate",0,TRUE,5.2,5.6,5.4,1.8,5.4,69.3,92.9,88.7,13.8,82.2
"550",4,3,5,6,5,4,5,5,1,2,3,4,4,6,5,5,6,6,3,4,6,3,4,5,3,2,1,19,62764,"female","HS",0,TRUE,4.4,5,4.4,4.8,4.6,34.5,75.8,55.8,90.3,48.5
"551",1,6,6,6,1,1,4,6,1,1,4,1,3,3,2,1,1,1,1,1,1,1,2,5,1,2,3,36,62765,"female","some college",0,TRUE,5,4.6,3.4,1,4,60.3,60.3,23.1,1.5,23.7
"552",4,5,4,2,2,5,3,3,3,5,5,6,3,5,3,6,6,5,6,3,6,6,5,6,4,1,4,42,62766,"male","college graduate",0,TRUE,3.2,3.4,2.8,5.2,4.2,7.4,18.6,11.6,94.6,31.3
"553",4,5,4,6,4,1,1,2,4,5,1,1,3,4,6,6,4,1,1,1,6,5,1,6,6,1,2,24,62767,"male","finished HS",0,TRUE,4.4,1.8,5,2.6,3.2,34.5,0.8,76.9,35.3,4.9
"554",1,6,6,6,6,6,6,5,1,2,1,1,6,5,5,1,2,1,1,4,5,4,4,5,4,2,3,44,62768,"female","some college",0,TRUE,6,5.6,5.6,1.8,4,97.6,92.9,93,13.8,23.7
"555",3,6,6,6,5,2,5,5,2,2,3,4,4,5,4,3,4,4,5,6,2,5,4,5,4,2,3,30,62770,"female","some college",0,TRUE,5.4,4.4,4,4.4,3.2,78.1,52.1,41.9,83.8,4.9
"556",1,5,5,6,5,4,5,4,4,4,2,1,5,6,5,2,2,4,4,3,5,5,4,6,2,2,3,23,62772,"female","some college",0,TRUE,5.4,3.8,5.4,3,4.4,78.1,30.7,88.7,47.5,39.5
"557",2,5,3,2,4,2,2,4,4,4,3,3,6,5,4,5,6,4,5,4,6,6,5,6,1,2,2,26,62776,"female","finished HS",0,TRUE,3.8,2.8,4.6,4.8,4.8,16,7.1,62.8,90.3,57.7
"558",1,6,6,5,6,,5,5,1,1,2,1,6,5,6,1,5,1,1,3,6,3,5,2,1,1,3,32,62778,"male","some college",1,TRUE,5.8,5.4,5.6,2.2,4.6,92.2,88.2,93,24.1,48.5
"559",1,4,5,4,5,3,5,4,2,4,4,3,4,4,4,2,3,1,4,3,4,4,4,5,3,1,3,29,62779,"male","some college",0,TRUE,4.8,4,3.8,2.6,4,50.9,37.5,34.9,35.3,23.7
"560",1,6,6,6,5,6,6,6,1,2,3,3,5,6,6,1,3,4,2,3,6,1,6,6,3,2,3,47,62780,"female","some college",0,TRUE,5.8,5.8,5,2.6,5.6,92.2,96.4,76.9,35.3,88.9
"561",2,5,4,6,4,6,5,4,2,1,3,2,3,4,5,2,3,1,1,1,5,5,4,4,2,1,3,44,62781,"male","some college",0,TRUE,4.8,5.2,4.2,1.6,4,50.9,82.5,48.9,9.8,23.7
"562",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,25,62783,"male","some college",0,TRUE,4.4,3.8,3.8,5,3.8,34.5,30.7,34.9,92.6,17.3
"563",3,6,5,6,5,5,6,5,1,4,2,2,4,6,5,4,4,4,3,3,6,1,5,4,4,2,3,28,62785,"female","some college",0,TRUE,5.2,5,5,3.6,4.8,69.3,75.8,76.9,63.6,57.7
"564",1,5,6,6,6,6,6,5,1,4,3,2,6,5,6,4,4,5,3,1,6,1,6,5,2,2,4,32,62786,"female","college graduate",0,TRUE,5.8,5.2,5.2,3.4,5.6,92.2,82.5,83.3,58.2,88.9
"565",1,1,5,6,3,5,3,1,2,5,4,3,1,5,4,3,3,3,3,2,5,5,2,6,6,2,3,37,62787,"female","some college",0,TRUE,4.2,3.2,3.4,2.8,3.2,27.6,13.8,23.1,41.3,4.9
"566",1,6,6,6,6,6,6,5,2,3,1,2,6,5,5,2,5,5,5,4,5,3,4,6,2,2,3,39,62788,"female","some college",0,TRUE,6,5.2,5.4,4.2,4.8,97.6,82.5,88.7,79.4,57.7
"567",1,6,4,6,6,4,4,3,5,2,1,1,3,6,4,1,2,2,2,1,5,1,5,5,2,1,2,40,62789,"male","finished HS",0,TRUE,5.6,3.6,5,1.6,5.2,86,24.2,76.9,9.8,74.6
"568",1,5,5,6,6,6,5,6,1,1,3,1,6,6,5,4,4,4,3,1,6,1,5,1,4,2,4,26,62790,"female","college graduate",0,TRUE,5.6,5.8,5.4,3.2,4.2,86,96.4,88.7,53.1,31.3
"569",5,4,4,5,5,4,3,4,4,3,3,1,2,3,5,5,5,3,1,1,4,6,4,5,6,1,3,27,62792,"male","some college",0,TRUE,4,3.6,4,3,3,21.2,24.2,41.9,47.5,2.8
"570",2,5,2,5,4,5,4,1,5,5,2,5,1,6,5,4,4,2,4,5,2,6,1,6,6,2,3,41,62795,"female","some college",0,TRUE,4.2,2.8,3.8,3.8,2.2,27.6,7.1,34.9,69.1,0.3
"571",1,5,5,5,5,2,4,4,6,5,4,6,3,5,1,4,5,4,4,4,5,6,2,5,4,2,3,34,62796,"female","some college",0,TRUE,5.2,2.6,2.6,4.2,3.2,69.3,5.1,8.6,79.4,4.9
"572",1,6,6,6,6,3,4,1,1,4,1,1,6,6,6,1,1,2,1,1,5,6,3,4,3,2,3,23,62797,"female","some college",0,TRUE,6,3.4,6,1.2,3.4,97.6,18.6,98.8,3.8,8
"573",3,5,6,6,4,3,5,3,1,1,1,1,5,5,6,4,6,6,5,3,6,1,5,6,2,1,3,31,62800,"male","some college",0,TRUE,5,4.6,5.6,4.8,5.6,60.3,60.3,93,90.3,88.9
"574",6,6,6,6,6,5,6,5,1,1,5,5,4,2,5,2,3,1,3,5,5,5,4,5,3,2,3,38,62801,"female","some college",0,TRUE,5,5.6,3,2.8,4,60.3,92.9,15.1,41.3,23.7
"575",1,6,5,5,5,4,4,4,4,2,2,3,3,5,2,1,1,2,2,5,3,2,4,5,4,2,3,44,62803,"female","some college",0,TRUE,5.4,4,3.8,2.2,4,78.1,37.5,34.9,24.1,23.7
"576",3,6,1,5,6,6,3,3,2,4,1,1,5,6,6,3,5,2,3,2,6,3,6,6,1,2,3,31,62804,"female","some college",0,TRUE,4.4,4,5.8,3,5.6,34.5,37.5,96.2,47.5,88.9
"577",1,6,5,6,5,4,5,5,2,4,2,3,5,5,4,4,5,5,4,3,5,1,5,6,2,1,5,33,62805,"male","graduate degree",0,TRUE,5.6,4.4,4.6,4.2,5.4,86,52.1,62.8,79.4,82.2
"578",3,2,3,4,2,,3,2,2,3,6,6,2,5,3,6,5,5,2,5,3,6,1,1,3,2,3,28,62809,"female","some college",1,TRUE,3,3.8,2.4,4.6,2,5.7,30.7,6.4,87.5,0.2
"579",1,5,5,5,6,6,6,6,1,1,1,2,5,6,6,1,1,1,1,1,6,6,5,4,2,1,3,46,62810,"male","some college",0,TRUE,5.4,6,5.6,1,4.2,78.1,98.9,93,1.5,31.3
"580",2,6,6,5,3,6,5,6,1,6,1,5,4,4,6,6,6,6,6,6,2,1,3,6,2,2,3,36,62816,"female","some college",0,TRUE,5,4.8,4.4,6,4.4,60.3,68.3,55.8,99.5,39.5
"581",4,5,5,6,6,3,5,6,5,3,6,6,5,6,5,5,3,2,1,5,5,6,4,1,5,2,3,28,62817,"female","some college",0,TRUE,5,4,3.6,3.2,2.6,60.3,37.5,28.5,53.1,1
"582",1,4,6,6,6,3,4,2,2,5,4,3,4,4,4,2,2,2,3,1,4,3,5,6,6,2,3,28,62819,"female","some college",0,TRUE,5.6,3.2,3.8,2,4,86,13.8,34.9,18.8,23.7
"583",3,6,6,6,5,6,5,6,1,2,3,1,5,6,5,1,3,2,1,1,5,1,5,6,1,2,3,42,62821,"female","some college",0,TRUE,5.4,5.6,5.2,1.6,5.6,78.1,92.9,83.3,9.8,88.9
"584",1,5,5,6,4,4,4,4,3,2,1,2,4,5,4,3,3,3,1,2,4,2,4,4,3,2,3,32,62822,"female","some college",0,TRUE,5.2,4.2,4.8,2.4,4.2,69.3,44.3,69.8,29.6,31.3
"585",2,5,2,1,3,4,2,4,4,5,4,4,2,4,3,3,5,5,4,1,5,2,3,3,2,2,3,19,62825,"female","some college",0,TRUE,3.2,3,3,3.6,4.2,7.4,9.9,15.1,63.6,31.3
"586",2,5,4,6,5,4,5,4,3,4,1,3,4,5,5,5,5,4,3,3,4,4,4,4,4,2,3,25,62826,"female","some college",0,TRUE,5,4,4.8,4,3.6,60.3,37.5,69.8,74.3,12.1
"587",4,5,5,6,5,4,6,6,4,4,1,5,4,4,5,3,5,4,4,4,5,4,5,4,5,2,5,37,62827,"female","graduate degree",0,TRUE,4.8,4.4,4.2,4,3.8,50.9,52.1,48.9,74.3,17.3
"588",2,6,5,6,6,6,6,5,4,2,1,2,5,6,5,3,5,1,4,3,6,4,5,5,3,2,3,29,62828,"female","some college",0,TRUE,5.6,5,5.4,3.2,4.6,86,75.8,88.7,53.1,48.5
"589",6,2,5,6,2,6,5,3,5,3,5,2,4,5,6,6,6,6,5,6,5,5,4,4,6,2,3,32,62831,"female","some college",0,TRUE,3.2,4,4.4,5.8,3.2,7.4,37.5,55.8,98.5,4.9
"590",1,5,5,6,5,5,5,5,3,3,2,1,5,6,6,3,3,1,2,1,6,5,2,6,4,1,3,27,62832,"male","some college",0,TRUE,5.4,4.6,5.6,2,3.8,78.1,60.3,93,18.8,17.3
"591",1,6,4,4,4,4,4,6,2,2,6,6,5,5,6,2,4,4,1,2,6,4,5,6,2,2,3,27,62834,"female","some college",0,TRUE,4.8,4.8,3.6,2.6,5,50.9,68.3,28.5,35.3,66.4
"592",1,5,4,5,5,4,4,3,,4,3,2,4,5,4,4,5,5,6,5,5,6,3,6,2,1,3,39,62835,"male","some college",1,TRUE,5,3.8,4.4,5,4,60.3,30.7,55.8,92.6,23.7
"593",2,5,6,5,4,1,5,6,1,4,4,1,5,4,6,4,4,4,4,1,6,1,5,6,1,1,,45,62837,"male",,2,TRUE,5,4.2,4.8,3.4,5.8,60.3,44.3,69.8,58.2,94.1
"594",4,6,6,2,5,5,5,5,2,1,5,2,6,6,6,2,6,6,3,2,6,6,5,4,4,2,3,38,62839,"female","some college",0,TRUE,4.4,5.2,5,3.8,3.8,34.5,82.5,76.9,69.1,17.3
"595",1,5,5,6,5,4,4,4,1,2,4,2,5,6,5,3,3,2,1,2,6,1,5,5,2,2,1,22,62840,"female","HS",0,TRUE,5.4,4.6,4.8,2.2,5.4,78.1,60.3,69.8,24.1,82.2
"596",1,6,5,6,4,5,5,5,2,2,2,2,3,6,3,5,5,5,1,4,4,6,5,5,2,2,1,23,62844,"female","HS",0,TRUE,5.4,5,4.4,4,4,78.1,75.8,55.8,74.3,23.7
"597",5,6,2,6,5,4,5,4,2,4,5,2,3,5,4,1,3,1,2,3,6,2,2,1,1,2,3,25,62846,"female","some college",0,TRUE,4.2,4.2,3.8,2,4,27.6,44.3,34.9,18.8,23.7
"598",,6,6,,6,6,6,5,1,1,1,1,5,6,6,1,1,2,1,4,5,1,6,2,4,2,3,35,62847,"female","some college",2,TRUE,5.6,5.8,5.8,1.8,4.4,86,96.4,96.2,13.8,39.5
"599",2,6,5,6,5,4,6,5,1,2,4,4,5,5,6,2,2,4,2,1,5,1,3,5,4,2,3,33,62849,"female","some college",0,TRUE,5.4,5.2,4.4,2.2,4.4,78.1,82.5,55.8,24.1,39.5
"600",3,6,6,6,3,6,4,6,4,2,1,1,5,6,6,2,3,2,1,2,6,6,5,1,6,2,2,28,62851,"female","finished HS",0,TRUE,5,4.8,5.8,2,2.8,60.3,68.3,96.2,18.8,1.6
"601",1,6,6,6,6,5,6,6,2,4,6,4,5,5,5,2,1,1,2,4,6,1,4,6,2,2,3,43,62853,"female","some college",0,TRUE,6,5,3.8,2,5.4,97.6,75.8,34.9,18.8,82.2
"602",2,5,5,6,6,4,5,5,1,2,1,2,4,6,5,1,1,1,1,2,6,4,4,1,3,1,1,30,62856,"male","HS",0,TRUE,5.4,5,5.2,1.2,3.6,78.1,75.8,83.3,3.8,12.1
"603",3,4,4,6,4,4,4,3,4,4,1,5,4,3,3,5,5,4,3,3,4,5,4,4,4,2,3,27,62857,"female","some college",0,TRUE,4.4,3.4,3.6,4,3.4,34.5,18.6,28.5,74.3,8
"604",4,6,5,6,6,5,5,5,2,2,1,1,4,6,6,2,3,2,2,2,5,4,4,5,4,2,3,19,62858,"female","some college",0,TRUE,5.2,5,5.6,2.2,4,69.3,75.8,93,24.1,23.7
"605",2,6,4,6,5,4,4,2,4,4,2,2,6,6,5,1,2,5,4,2,5,2,6,6,1,2,2,23,62861,"female","finished HS",0,TRUE,5.2,3.2,5.4,2.8,5.6,69.3,13.8,88.7,41.3,88.9
"606",1,6,5,6,6,3,2,5,2,,1,1,4,6,6,3,3,3,3,2,6,2,4,6,2,2,3,31,62863,"female","some college",1,TRUE,5.8,3.8,5.6,2.8,5.2,92.2,30.7,93,41.3,74.6
"607",3,4,2,4,4,5,1,4,2,1,1,4,3,3,4,6,6,6,2,1,3,6,1,5,1,2,1,22,62864,"female","HS",0,TRUE,3.6,4.2,3.8,4.2,3.2,12.6,44.3,34.9,79.4,4.9
"608",1,6,6,4,5,4,3,4,4,4,3,6,6,3,6,1,3,1,3,1,5,3,6,4,1,1,3,40,62867,"male","some college",0,TRUE,5.4,3.4,4,1.8,5,78.1,18.6,41.9,13.8,66.4
"609",1,5,6,6,5,4,4,4,2,5,3,5,1,2,4,2,4,4,6,4,4,4,3,4,3,2,3,40,62869,"female","some college",0,TRUE,5.6,3.8,2.6,4,3.6,86,30.7,8.6,74.3,12.1
"610",1,6,6,6,6,2,,6,1,,6,5,6,6,6,4,1,6,4,5,6,1,5,5,1,2,3,55,62870,"female","some college",2,TRUE,6,4.6,4.2,4,5.6,97.6,60.3,48.9,74.3,88.9
"611",1,6,6,6,6,2,5,6,1,,6,5,6,6,6,4,1,6,4,5,6,1,5,5,1,2,3,55,62872,"female","some college",1,TRUE,6,4.6,4.2,4,5.6,97.6,60.3,48.9,74.3,88.9
